"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"1154",0,0,0,0,0,0,0,NA,NA,119079.974639986
"2491",215,0,0,0,0,0,0,NA,0,12953.0641668609
"2564",0,0,0,0,0,135,0,NA,0,7594.2121080529
"1773",0,0,0,0,0,0,0,NA,NA,65888.3762529178
"1717",0,0,0,0,0,0,0,NA,NA,50140.4422962835
"616",4,0,0,0,0,0,0,NA,0,29017.6676750449
"2161",30,0,0,0,0,0,0,NA,0,15766.9031703907
"657",0,0,0,0,0,0,0,NA,NA,62461.2938893172
"2637",45,0,0,0,0,0,1,NA,NA,12426.7948201808
"2421",0,0,0,0,0,0,0,NA,NA,10506.8262172557
"760",12,0,0,0,0,0,1,0,0,13838.3760711679
"1366",0,0,0,0,0,0,0,NA,NA,217028.576120754
"1294",23,0,0,0,0,0,0,NA,0,15868.1451262042
"1796",0,0,0,0,0,0,0,NA,NA,56305.4319648913
"2312",0,0,0,0,0,0,0,NA,NA,38738.7743616688
"1896",0,0,0,0,10,0,1,NA,0,6791.39119172948
"2367",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"1058",68,0,0,0,0,0,1,NA,0,3925.71502269303
"2220",0,0,0,0,0,0,1,NA,0,7101.216006081
"2695",0,0,0,0,0,0,0,0,NA,12807.1936466059
"671",0,0,0,0,0,4,0,NA,0,13471.2440798503
"2436",0,0,15,0,0,0,0,NA,0,17341.7250651749
"1318",10,0,0,0,0,0,0,NA,0,28904.7865794417
"796",0,0,0,0,0,0,0,NA,NA,39764.9258546694
"1471",0,0,0,0,0,0,0,NA,NA,95600.8931737137
"1131",0,0,0,0,0,0,0,0,NA,22173.3573025524
"1015",0,0,0,0,0,0,1,NA,0,22940.4404898633
"73",0,0,0,0,0,0,1,1,NA,11770.6647404374
"1488",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"711",0,0,0,0,0,0,0,NA,NA,169653.599506138
"1885",0,0,0,0,0,0,0,NA,NA,10354.3292825512
"2313",0,0,0,0,0,0,0,NA,NA,92873.9845306334
"691",0,0,0,0,0,0,0,NA,NA,22173.3573025524
"2588",0,0,0,0,0,0,0,NA,NA,77942.8681687178
"88",0,0,0,0,0,0,0,NA,NA,61249.9083154365
"1520",0,0,0,0,0,0,0,0,NA,27219.4276571921
"2459",0,0,0,0,0,0,0,NA,NA,39786.2772800647
"1610",0,0,0,0,0,0,0,0,NA,32330.9306395224
"2530",0,0,0,0,0,0,0,NA,NA,209486.489351446
"656",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"2347",0,0,0,0,0,0,0,0,NA,13051.0792097865
"1879",0,0,10,0,0,0,0,NA,0,12502.598635971
"1764",23,0,0,0,0,0,1,NA,0,7460.09054646327
"846",25,0,0,0,0,0,1,NA,0,48842.0591295415
"1972",0,0,0,0,0,0,0,NA,NA,32234.0507048054
"1416",0,0,0,0,0,0,0,NA,NA,119510.831627349
"2315",0,0,0,0,0,0,0,NA,NA,131912.658788616
"2050",40,0,0,0,0,0,1,NA,0,17408.5573666209
"2470",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"1855",0,0,0,0,0,0,0,NA,NA,170737.265766394
"2078",0,0,0,0,0,0,0,NA,NA,7456.251000417
"2160",0,0,0,0,0,0,0,NA,NA,92708.4698668571
"2832",0,0,0,0,0,0,0,NA,NA,42866.6047755799
"292",0,0,0,0,0,5,0,NA,0,12184.2058943993
"1876",0,0,0,0,0,0,0,NA,NA,23878.258083104
"1851",0,0,0,0,0,0,0,NA,NA,55828.5463304562
"1074",5,0,0,0,0,0,0,NA,0,13009.2758304403
"677",0,0,0,0,0,0,1,1,NA,16308.5804863173
"66",0,90,0,0,0,0,1,NA,1,49236.5566667743
"509",0,0,0,0,0,0,1,1,NA,7734.60767150729
"2760",0,0,0,0,0,0,0,NA,NA,74948.9020812056
"2580",0,0,30,0,0,0,1,NA,1,43864.1854304037
"567",10,0,0,0,0,0,1,0,0,8927.40650162015
"833",0,0,0,0,0,0,0,NA,NA,49288.0639700754
"216",0,0,0,0,0,0,0,NA,NA,100608.773404541
"1303",0,0,0,0,0,0,0,NA,NA,60311.0572502252
"2610",0,0,0,0,0,20,0,NA,0,8984.87619250385
"828",0,0,0,0,0,0,0,NA,NA,169653.599506138
"2525",0,0,0,0,0,0,0,NA,NA,83472.86555134
"1027",0,0,0,0,0,0,0,NA,0,11659.3660171788
"1232",0,0,0,0,0,0,0,NA,NA,247367.009992308
"492",0,0,0,0,0,0,0,NA,NA,154794.273817251
"931",0,0,0,0,0,0,0,NA,NA,5508.84165106548
"1297",5,0,0,0,0,0,1,NA,0,11602.3674768742
"1333",0,0,0,0,0,0,0,NA,NA,16412.1152820265
"2386",0,0,0,0,0,0,0,NA,NA,39527.4561799986
"1158",0,0,0,0,10,0,0,NA,0,9923.10650954326
"1243",0,0,0,0,0,NA,0,NA,0,12953.0641668609
"1926",60,0,0,0,0,0,1,1,0,21819.5608332091
"838",0,0,0,0,2,0,0,NA,0,10655.2523063782
"1945",0,0,0,0,0,0,0,NA,NA,11930.1719676603
"2259",0,0,0,0,0,0,0,NA,NA,24649.2634902841
"334",0,25,0,0,0,0,0,NA,0,11345.5947730078
"1100",0,0,0,0,0,0,0,NA,NA,102039.81066578
"1359",0,0,0,0,0,0,0,NA,NA,9422.36058905832
"1185",0,0,0,0,0,0,0,NA,NA,27699.0157234424
"898",0,0,0,0,0,0,0,NA,NA,126375.389362635
"2176",0,0,0,0,0,0,0,NA,NA,50364.8878758941
"2428",15,0,0,0,0,0,1,NA,NA,6559.62607463263
"2535",0,0,0,0,0,0,1,1,NA,16349.5607305178
"518",0,0,0,0,0,0,0,NA,NA,7207.79723773527
"1176",0,0,0,0,0,0,0,NA,NA,16537.9268572567
"2541",0,0,68,0,0,0,1,NA,0,13420.3485148764
"1732",50,0,0,0,0,0,1,NA,0,11040.249853674
"977",0,0,0,0,0,0,0,NA,NA,125639.259520674
"570",0,68,0,0,0,0,1,NA,0,7538.05028311226
"1180",5,0,0,0,0,0,0,NA,0,4913.80818965361
"734",0,0,0,0,0,2,0,NA,0,9047.4394297413
"750",0,0,0,0,0,0,0,NA,0,14293.9366564048
"2215",0,0,0,0,0,0,0,NA,NA,103276.416684217
"591",0,0,0,0,0,0,1,1,NA,20705.4596035316
"1218",0,0,0,0,0,0,0,NA,NA,11060.0915504489
"1108",0,0,0,0,0,0,0,NA,NA,18421.5491070788
"12",40,0,0,0,0,0,1,NA,0,15756.7653192634
"426",10,0,0,0,0,0,1,1,0,15029.5915418904
"536",113,0,0,0,0,0,1,0,0,11066.220656177
"949",10,0,0,0,0,0,1,NA,0,19402.6332356089
"1408",NA,0,0,0,0,0,0,NA,0,9427.02055879817
"481",0,0,0,0,0,0,0,NA,NA,122602.119222788
"524",0,0,0,0,0,3,0,NA,0,13818.5657626225
"1115",0,0,45,0,0,0,1,NA,0,16154.5988761368
"762",0,0,0,0,0,0,0,NA,NA,119736.704271818
"1264",0,0,0,0,0,0,0,NA,NA,229386.805582213
"356",23,0,0,0,0,0,1,NA,0,32934.1306444934
"2333",0,0,0,0,0,0,1,1,NA,17378.9522790571
"956",0,0,0,6,0,0,0,NA,0,51567.6462533869
"2458",NA,0,0,0,0,0,0,NA,0,7594.2121080529
"1514",0,135,0,0,0,0,1,NA,0,16207.9786645416
"877",0,0,NA,0,0,0,1,NA,0,40414.0499395978
"1821",0,0,0,0,0,0,0,0,NA,8649.40122143997
"2609",10,0,0,0,0,0,0,NA,0,13818.5657626225
"409",0,0,0,0,0,0,1,1,NA,9622.26824325333
"2632",0,0,0,0,0,0,0,NA,NA,42140.3462270273
"901",0,0,0,0,0,0,0,NA,NA,13640.9836611907
"569",0,0,0,0,0,0,0,NA,NA,52806.0186650928
"1630",0,0,0,0,0,0,0,NA,NA,51495.5222683738
"2782",10,0,0,0,0,0,0,NA,0,14887.2511478197
"980",NA,NA,NA,NA,NA,NA,1,NA,0,14008.8570782595
"1530",0,0,0,0,0,0,0,NA,NA,63481.2793378379
"2480",0,0,0,0,0,0,1,NA,0,20787.8222032299
"355",0,0,0,0,0,0,0,NA,NA,207511.330956803
"411",0,0,0,0,0,0,1,1,0,14694.2395696866
"1734",0,0,0,0,0,0,1,NA,0,44256.9831060936
"1600",0,0,0,0,0,0,0,NA,NA,90655.0404042939
"1244",0,0,0,0,40,0,1,NA,0,16860.0412925212
"852",0,0,0,0,0,0,0,NA,NA,19891.5790935859
"354",0,0,0,0,0,0,0,NA,NA,69657.5203718983
"289",0,0,0,0,0,0,0,NA,NA,12186.1584481799
"2412",0,0,0,0,0,0,0,NA,NA,130076.645332944
"1950",0,0,0,0,0,0,0,NA,NA,114352.166766429
"178",0,0,0,0,0,0,0,NA,NA,233592.069896174
"150",10,0,0,0,0,0,1,NA,NA,12152.4946972745
"1061",3,0,0,0,0,0,1,NA,0,28278.5718850321
"1765",0,0,0,0,0,0,0,NA,NA,37736.7431078623
"1834",0,0,0,0,0,0,0,NA,NA,25389.7628547218
"2728",0,0,0,0,0,0,1,0,0,33252.7938268274
"1198",40,0,0,0,0,0,1,NA,0,10916.987824325
"778",0,0,0,0,0,0,0,NA,NA,66204.5253255822
"304",0,0,0,0,10,0,1,NA,0,21933.4515952575
"419",25,0,0,0,0,0,0,NA,NA,12875.4313479246
"1614",0,0,0,0,0,0,0,NA,NA,14276.2121744338
"1068",90,0,0,0,0,0,1,NA,0,60021.3350662354
"2737",0,0,0,0,0,0,0,NA,NA,23878.258083104
"555",0,0,0,0,0,0,0,NA,NA,43357.4496284897
"817",0,0,0,0,0,0,0,NA,NA,14325.1247972051
"484",0,0,0,0,0,0,0,0,NA,21732.9468111461
"717",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"2350",0,0,0,0,0,0,0,0,NA,17375.119369836
"2083",0,0,0,0,0,0,0,0,NA,4011.32675403761
"235",60,0,0,0,0,0,0,NA,0,10363.5968910684
"2297",0,30,0,0,0,0,0,NA,NA,15756.7653192634
"1379",0,0,0,0,0,0,0,NA,NA,33878.7432645364
"884",0,0,0,0,0,0,0,NA,NA,73327.5883475933
"860",5,0,0,0,0,0,1,NA,0,23949.8021730326
"1486",15,0,0,0,0,0,0,NA,1,11131.553704147
"1020",0,0,0,0,0,0,0,NA,NA,30954.4989979595
"2738",0,0,0,0,1,0,0,NA,1,17902.8072466286
"642",15,0,0,0,0,0,0,NA,0,9512.17091849502
"1428",20,0,0,0,0,0,0,NA,0,10568.5057549408
"38",0,0,0,0,0,0,0,0,NA,12879.07376402
"176",0,0,0,0,0,10,1,NA,0,19170.6672829435
"271",0,0,0,0,0,0,0,NA,NA,27332.7172986912
"2004",2,0,0,0,0,0,0,NA,0,20749.9057010479
"2489",261,0,0,0,0,0,0,NA,0,10057.062312194
"2518",0,0,0,0,0,0,0,NA,NA,74212.9607445165
"1388",0,0,0,0,0,0,0,NA,NA,6486.21779256967
"1998",NA,0,0,0,0,0,0,NA,0,10031.3482554034
"2139",0,0,0,0,0,0,0,0,NA,23794.7910420922
"1179",0,45,0,0,0,0,1,NA,0,8808.74820571063
"2084",113,0,0,0,0,0,0,NA,0,6600.49837030156
"2438",10,0,0,0,0,0,1,0,0,4038.92839698658
"2577",0,0,0,0,NA,0,0,NA,0,11071.7849139088
"1737",0,0,0,0,0,0,0,NA,NA,6603.6060326581
"1870",0,0,0,0,0,15,0,NA,0,13776.7529479686
"1298",15,0,0,0,0,0,1,NA,0,6658.52523598592
"2740",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"193",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"2393",0,0,0,0,0,9,1,0,0,6199.44028328369
"2097",55,0,0,0,0,0,1,NA,0,72499.0976126488
"303",0,0,0,45,0,0,0,NA,0,21238.354637919
"2092",5,0,0,0,0,0,1,1,0,33865.8808622741
"2278",0,0,0,0,0,0,0,NA,NA,30216.4182148315
"2675",0,0,0,0,0,0,1,1,NA,13741.881722624
"2710",15,0,0,0,0,0,0,NA,0,4947.92834434784
"338",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"391",0,0,0,0,0,0,0,NA,NA,75637.6361947829
"1573",0,0,0,0,0,0,0,NA,NA,41633.1858743792
"2847",0,0,0,0,0,0,0,NA,NA,54267.0987802127
"1663",0,0,0,0,0,0,1,1,NA,10943.5479748915
"2471",0,0,0,0,0,0,0,NA,NA,124006.561923337
"1482",2,0,0,0,0,0,0,NA,0,13589.7704470299
"2787",0,0,0,0,0,0,0,NA,NA,255486.109656807
"2709",0,40,0,0,0,0,1,1,0,23612.5173232038
"2475",45,0,0,0,0,0,0,NA,1,12959.6663778611
"276",0,0,0,0,45,0,1,NA,0,6809.20487891372
"574",0,0,0,0,0,0,0,NA,NA,289595.346506231
"630",20,0,0,0,0,0,0,NA,0,16918.7458243801
"782",2,0,0,0,0,0,0,NA,0,32072.6712179102
"709",0,0,0,0,0,0,0,NA,NA,80923.7389989408
"2485",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"548",0,0,0,0,0,0,1,1,NA,12291.3271605139
"1957",0,0,0,0,0,0,0,0,NA,9886.72806890592
"1378",0,0,0,0,0,0,0,NA,NA,219637.374975884
"1007",0,0,0,0,0,0,0,NA,NA,48975.8383569537
"781",5,0,0,0,0,0,1,NA,0,8219.4246978862
"2487",0,0,0,0,0,0,0,NA,NA,64303.8433901197
"1599",20,0,0,0,0,0,0,NA,0,7818.68325089123
"2627",23,0,0,0,0,0,0,NA,0,17472.9285588936
"1601",0,0,0,0,0,0,0,NA,NA,113205.617299962
"1123",0,0,0,0,0,0,0,NA,0,8743.56398363744
"1060",0,0,0,0,0,3,0,0,0,9817.65513100915
"831",0,0,0,0,0,0,0,NA,NA,29163.2147517497
"2266",113,0,0,0,0,0,0,NA,0,10416.1998012423
"2646",0,0,0,0,0,0,0,NA,NA,59593.690197208
"2162",106,0,0,0,0,0,1,NA,0,20475.187197096
"2267",0,0,0,0,0,0,0,NA,NA,5937.78687140833
"2555",0,0,0,0,0,0,1,NA,0,11273.2151836875
"47",NA,0,0,0,0,0,1,NA,0,13444.0168799333
"322",0,0,0,0,0,0,0,NA,NA,57062.2497685568
"1771",0,0,0,0,0,0,0,NA,NA,40208.8712392397
"2702",0,0,0,0,0,0,0,NA,NA,170466.967627576
"2062",0,0,0,0,0,0,0,NA,NA,113988.558636651
"2839",68,0,0,0,0,0,1,NA,1,10363.5968910684
"2375",35,0,0,0,0,0,0,NA,0,12053.8050975496
"2766",90,0,0,0,0,0,0,NA,0,16671.494274495
"2054",0,0,0,0,0,0,0,NA,NA,12531.832573457
"493",45,0,0,0,0,0,0,NA,1,20868.8385777979
"1880",0,0,0,0,0,0,0,NA,NA,87602.2910096625
"1893",1,0,0,0,0,0,0,NA,0,15651.3477451603
"1039",0,0,0,0,0,0,0,NA,NA,81845.4340074633
"406",5,0,0,0,0,0,0,NA,0,9206.95481237869
"2726",23,0,0,0,0,0,1,0,1,11526.9255345241
"217",5,0,0,0,0,0,0,NA,0,13146.1921952985
"2806",4,0,0,0,0,0,1,NA,0,15850.8399099061
"1867",0,0,60,0,0,0,0,NA,0,9616.89596866489
"2031",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"2554",0,0,0,0,0,0,0,NA,NA,47045.469930785
"1830",0,0,0,0,10,0,0,NA,1,9947.01782516059
"1655",65,0,0,0,0,0,0,NA,0,8856.72898146251
"1814",0,0,0,0,0,0,0,NA,NA,280217.857250495
"2122",0,0,0,0,0,0,0,NA,0,9593.22931383198
"1296",0,0,0,0,0,0,0,NA,NA,59593.690197208
"620",0,0,0,0,0,0,0,NA,NA,39526.0673826045
"637",0,0,0,0,0,0,0,NA,NA,9590.95160366833
"2623",0,0,0,0,0,0,0,NA,NA,25904.0162233854
"2322",0,0,0,0,0,0,0,NA,NA,30074.4030899756
"2063",55,0,0,0,0,0,1,NA,0,8197.32262916472
"1787",4,0,0,0,0,0,1,0,0,48233.9826861717
"1984",0,0,7,0,0,0,1,NA,NA,5272.85542673019
"1367",4,0,0,0,0,0,0,NA,0,129206.424640976
"198",25,0,0,0,0,0,0,NA,0,14142.305733025
"1441",15,0,0,0,0,0,0,NA,0,17557.4932991448
"2320",0,0,0,0,0,0,0,NA,NA,113205.617299962
"1951",0,0,0,0,0,0,0,0,NA,55520.5148115247
"1769",0,0,68,0,0,0,1,NA,1,21103.7772800827
"1066",0,0,0,0,0,0,0,NA,NA,179129.439472244
"2509",10,0,0,0,0,0,0,NA,0,9894.33621331773
"2701",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"495",0,0,0,0,0,0,0,NA,NA,70651.2966928524
"214",0,68,0,0,0,0,1,NA,0,8581.73318199383
"1252",0,0,0,0,0,0,0,NA,NA,9427.02055879817
"682",0,0,0,0,0,0,0,NA,NA,86473.6057718595
"1740",0,0,0,0,0,0,0,NA,NA,107713.978543416
"2346",0,0,4,0,0,0,0,NA,0,9286.16559712899
"1200",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1996",0,0,0,0,0,0,0,NA,NA,15761.9426448215
"1013",0,0,0,0,0,0,0,NA,NA,50563.5849212193
"2409",0,0,0,0,0,0,0,NA,NA,50656.8753132398
"2613",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"1572",0,0,0,0,0,0,0,NA,NA,72710.9236921613
"2064",20,0,0,0,0,0,1,1,1,18692.9138192037
"2037",15,0,0,0,0,0,0,NA,0,10506.8262172557
"701",0,0,0,0,0,0,0,NA,NA,17909.6857528785
"963",0,0,0,0,0,3,1,1,0,12892.9277861806
"1143",10,0,0,0,0,0,0,NA,0,40883.7693709927
"580",0,0,0,0,0,0,0,NA,NA,51495.5222683738
"1848",0,0,0,0,0,0,0,NA,0,14956.2311963403
"2184",10,0,0,0,0,0,1,NA,0,9981.55774100768
"1091",0,0,0,0,0,0,0,NA,NA,6681.25319489672
"784",0,0,0,0,0,0,0,NA,NA,90918.5070679494
"2550",0,0,0,0,14,0,0,NA,0,9581.24351743373
"1576",0,0,0,30,0,0,1,NA,0,12750.9932481508
"2088",0,0,0,0,0,0,0,NA,NA,121035.558939901
"1763",203,0,0,0,0,0,0,NA,0,45083.1173192787
"674",0,0,0,0,22,0,1,NA,0,5910.07338553927
"1788",0,0,0,0,0,0,0,NA,NA,140175.672085994
"714",68,0,0,0,0,0,1,NA,0,15961.7745045844
"2228",0,0,0,0,0,0,0,0,NA,12921.1626056794
"2213",60,0,0,0,0,0,1,NA,0,3721.54109343474
"2013",0,0,0,0,0,0,0,NA,NA,170451.780126061
"1943",0,0,0,0,0,0,0,NA,NA,102096.724274576
"2715",0,0,0,0,0,0,0,NA,NA,31109.2626157312
"2477",15,0,0,0,0,0,0,NA,0,15761.9426448215
"2095",45,0,0,0,0,0,1,0,1,34701.131513606
"1707",10,0,0,0,0,0,1,NA,0,11098.7576207179
"868",3,0,0,0,0,0,0,0,0,21990.1958914559
"1168",0,0,0,0,0,0,0,NA,NA,48729.1956024073
"90",0,30,0,0,0,0,1,NA,0,15449.2846314083
"2510",0,0,0,0,0,0,0,NA,NA,17795.0017838613
"1126",0,0,0,0,0,0,1,1,NA,16349.5607305178
"1065",0,0,0,0,0,5,0,NA,0,7618.0238513007
"549",0,0,0,0,0,0,0,NA,NA,96811.436324126
"2622",0,0,0,0,0,0,0,NA,NA,91752.377715324
"2659",0,0,0,0,0,0,0,NA,NA,56305.4319648913
"1846",0,0,0,0,0,0,0,NA,NA,14325.1247972051
"665",0,0,0,0,0,0,0,NA,NA,11614.4068528167
"449",0,0,0,0,45,0,0,0,0,13427.6250471766
"745",1,0,0,0,0,0,1,1,0,59072.5857046352
"388",0,0,0,0,0,0,0,NA,NA,26634.0450135496
"790",0,0,0,0,0,0,0,NA,NA,219476.680319431
"2773",0,0,0,0,0,0,0,NA,NA,67101.7463048344
"1749",2,0,0,0,0,0,1,1,NA,53436.4518519356
"1214",0,0,0,0,0,0,0,NA,NA,33631.4013243108
"174",0,0,0,0,0,0,0,NA,NA,66645.7590454289
"1052",5,0,0,0,0,0,1,NA,0,11040.249853674
"2692",0,0,0,0,0,0,0,NA,NA,133252.258738701
"352",0,0,0,0,261,0,1,NA,0,9149.97890635684
"545",45,0,0,0,0,0,1,NA,0,24004.1504242585
"783",0,0,0,0,0,0,0,NA,NA,11654.6198810987
"221",0,0,0,0,0,6,0,NA,0,8166.47191340664
"1469",0,0,0,0,0,0,0,NA,NA,241794.187059193
"1353",0,0,0,0,0,0,0,NA,NA,58080.7821013457
"2443",0,0,0,0,0,0,0,NA,NA,12452.7670602973
"1985",17,0,0,0,0,0,0,NA,0,15350.3056736609
"1101",0,0,0,0,0,NA,0,NA,0,20876.4059700361
"16",15,0,0,0,0,0,1,NA,NA,12210.0228524898
"2582",0,0,0,0,0,0,0,NA,NA,139495.277821195
"582",0,0,0,0,0,10,0,NA,0,14325.1247972051
"227",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1549",0,0,0,0,0,0,0,NA,NA,53566.118436813
"2396",0,0,0,0,0,0,0,NA,NA,47045.469930785
"686",0,0,0,0,0,0,0,NA,NA,100874.374910205
"2015",0,0,0,0,0,0,1,1,NA,17908.9507316762
"2505",0,0,0,0,0,0,1,1,NA,73767.5868448248
"1582",0,0,0,0,0,0,0,0,NA,7211.50990048681
"1045",0,0,0,0,0,0,1,NA,0,3717.20427049451
"1150",0,0,0,0,0,0,0,NA,NA,38101.978107317
"1683",15,0,0,0,0,0,0,NA,0,13818.5657626225
"2482",0,40,0,0,0,0,1,NA,0,46583.5986591254
"252",0,0,0,0,0,0,0,NA,NA,24968.0988847544
"1890",0,0,0,0,8,0,0,NA,0,7736.46481911691
"2523",0,0,0,0,0,0,0,0,NA,14124.5225105657
"2575",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2042",0,0,0,0,0,4,0,NA,0,7132.18629132531
"2670",15,0,0,0,0,0,0,NA,0,23027.8294000904
"2805",15,0,0,0,0,0,1,NA,0,18055.7082511461
"643",20,0,0,0,0,0,1,NA,0,8743.56398363744
"802",20,0,0,0,0,0,0,NA,1,14293.9366564048
"1501",0,0,0,3,0,0,0,0,0,16707.3263163612
"1706",NA,0,0,0,0,0,0,0,0,13744.3763470212
"1842",0,0,0,0,0,0,0,0,NA,23900.1846634959
"736",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"51",203,0,0,0,0,0,0,NA,0,8707.45600896384
"2833",0,60,0,0,0,0,1,NA,0,13420.3485148764
"710",0,0,0,55,0,0,1,1,0,11224.3583280005
"2268",0,0,0,0,0,0,0,NA,NA,26237.6064718698
"526",15,0,0,0,0,0,0,NA,0,22875.0205757622
"74",0,0,0,0,0,8,1,NA,0,12255.9781943485
"337",0,0,0,0,0,0,0,NA,NA,56129.5677426052
"826",0,0,0,0,12,0,1,0,0,25173.9324042901
"2231",0,0,0,0,0,0,1,1,NA,7456.251000417
"463",0,0,0,0,0,0,0,NA,NA,17909.6857528785
"3",0,0,68,0,0,0,1,NA,0,20796.1742910684
"2508",12,0,0,0,0,0,1,NA,0,42903.9722140688
"2841",0,0,0,0,0,0,0,NA,NA,19891.5790935859
"233",0,0,0,0,0,0,0,NA,NA,78964.1642659838
"1652",0,0,0,0,0,0,0,NA,NA,50275.0479430069
"1687",0,0,0,0,0,0,1,1,NA,14887.2511478197
"1967",10,0,0,0,0,0,0,NA,0,26302.5476421664
"1541",90,0,0,0,0,0,0,NA,1,26569.0327093805
"808",0,0,0,0,0,0,0,NA,NA,40954.5421884238
"2768",0,0,0,0,0,0,0,NA,NA,16431.0478257157
"741",0,0,0,0,0,0,0,NA,NA,29213.0946794195
"2129",0,0,0,0,30,0,0,NA,0,10084.0052457429
"1423",0,0,60,0,0,0,0,NA,0,59386.2470640456
"2736",0,0,0,0,0,0,0,NA,NA,82619.8291349567
"515",0,0,0,0,0,5,0,NA,0,13776.7529479686
"1539",0,0,0,0,0,0,0,NA,NA,59284.991175678
"2754",0,30,0,0,0,0,0,NA,0,23767.4162650466
"1048",0,0,0,0,0,0,0,NA,NA,81205.7676456973
"670",68,0,0,0,0,0,0,NA,0,11065.7829113286
"232",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"829",0,0,0,0,0,0,0,NA,NA,27165.5990809287
"552",30,0,0,0,0,0,1,NA,NA,4642.94602212485
"2319",0,0,0,0,0,0,0,NA,NA,15750.7675130153
"263",2,0,0,0,0,0,0,NA,0,31270.2984162057
"1833",0,0,0,0,0,0,0,NA,NA,18185.1301548652
"979",3,0,0,0,0,0,0,NA,0,13493.6494201345
"1930",0,0,0,0,0,0,0,NA,NA,201559.597764528
"2845",0,30,0,0,0,0,0,NA,0,21103.7772800827
"2094",0,0,0,0,0,0,0,NA,NA,143687.87639892
"530",10,0,0,0,0,0,0,NA,0,20093.2627527708
"1595",50,0,0,0,0,0,1,NA,0,36086.2907581093
"1568",0,0,0,0,0,0,0,NA,NA,67820.6885021545
"437",0,0,0,0,0,0,0,NA,NA,43330.1673101199
"1502",0,40,0,0,0,0,1,NA,0,51503.0164285501
"756",5,0,0,0,0,0,0,NA,0,21567.3658406692
"2261",0,0,0,0,0,0,0,NA,NA,55126.5341524035
"2203",0,0,0,0,0,0,0,NA,NA,103081.38063315
"810",0,0,0,0,8,0,1,0,0,11568.5587001765
"503",0,0,0,0,0,0,0,NA,NA,66001.4051654603
"1111",0,0,0,0,6,0,0,NA,0,4624.54609916649
"211",0,0,0,0,0,0,0,NA,0,51436.1130346205
"1559",1,0,0,0,0,0,0,0,NA,25588.0831506714
"881",0,0,0,0,0,0,0,NA,NA,109581.818342127
"2467",30,0,0,0,0,0,0,NA,0,12325.9167894237
"1511",0,0,0,0,0,0,1,1,NA,11602.3674768742
"1103",0,0,0,0,0,0,0,NA,NA,39709.7980427843
"2672",0,0,0,0,0,0,0,NA,NA,90306.1758503496
"1445",261,0,0,0,0,0,0,NA,0,10057.062312194
"165",0,0,0,0,0,0,0,NA,NA,76284.8099843426
"2327",0,0,0,0,0,0,0,NA,NA,77260.9597441557
"50",0,0,0,0,2,0,0,NA,0,77323.6393789024
"2538",0,0,0,0,0,0,0,NA,NA,134947.35455415
"1325",0,0,0,0,0,0,0,0,NA,8390.90132727424
"2796",0,0,0,0,0,0,0,NA,NA,39316.9534334254
"2464",0,0,0,0,0,0,0,NA,NA,63298.0016121872
"1662",23,0,0,0,0,0,0,NA,1,18324.4553161612
"1148",0,0,0,0,0,0,0,NA,NA,31393.8051202183
"2098",30,0,0,0,0,0,0,NA,0,11347.4621594706
"832",15,0,0,0,0,0,0,NA,0,11178.8141058467
"1791",25,0,0,0,0,0,0,NA,1,4816.02762884995
"2712",0,0,0,0,0,0,0,NA,NA,44205.1633472693
"702",0,0,0,0,0,10,0,NA,0,11183.7521522927
"81",10,0,0,0,0,0,0,NA,0,14205.0125118788
"1051",0,0,0,0,0,0,0,NA,NA,26596.4814306541
"412",3,0,0,0,0,0,0,NA,0,46086.2166752376
"955",0,0,0,0,0,0,0,NA,NA,107264.006621161
"506",0,0,0,0,0,0,0,NA,NA,20368.7555755162
"2152",10,0,0,0,0,0,1,1,0,11473.6478835334
"1034",20,0,0,0,0,0,0,NA,0,20359.2707417887
"2512",25,0,0,0,0,0,0,1,0,11442.3427331126
"24",0,0,0,0,0,5,1,NA,0,13818.5657626225
"1853",0,0,0,0,0,0,0,NA,NA,19307.6971151769
"2214",0,0,0,0,0,0,0,NA,NA,27814.2224588681
"768",19,0,0,0,0,0,1,NA,1,14558.2169757061
"253",45,0,0,0,0,0,0,NA,0,12189.6216935909
"2460",0,0,0,0,0,0,0,NA,NA,33577.879598275
"2797",0,0,0,0,0,15,0,NA,0,17346.0765273869
"1338",0,0,0,0,0,0,1,1,NA,14111.6919405685
